Date,Open,High,Low,Close,Volume
2023-10-18,86.75,87.51,85.32,85.45,"2,029,255"
2023-10-17,85.44,87.14,85.44,86.62,"1,935,570"
2023-10-16,85.01,86.4,84.57,85.7,"2,134,605"
2023-10-13,83.66,84.46,83.17,84.16,"1,962,315"
2023-10-12,83.25,83.71,82.05,83.05,"1,608,095"
2023-10-11,82.0,83.11,81.65,83.02,"1,480,263"
2023-10-10,82.3,82.45,81.17,81.86,"1,526,002"
2023-10-09,81.9,82.25,81.19,82.07,"1,174,066"
2023-10-06,81.41,82.56,81.28,82.18,"1,672,636"
2023-10-05,80.89,81.81,80.7,81.64,"1,680,606"
2023-10-04,78.31,80.74,78.28,80.46,"1,608,185"
2023-10-03,79.26,79.49,77.18,77.96,"1,631,896"
2023-10-02,79.74,80.2,78.65,79.37,"1,495,876"
2023-09-29,81.72,81.81,79.47,79.71,"3,340,878"
2023-09-28,81.34,82.11,81.12,81.64,"1,466,568"
2023-09-27,81.25,81.46,80.25,81.08,"1,686,993"
2023-09-26,81.0,82.15,80.93,81.26,"1,430,851"
2023-09-25,80.63,81.35,80.43,81.15,"1,357,984"
2023-09-22,80.29,81.65,80.26,80.96,"1,559,859"
2023-09-21,81.0,81.53,80.26,80.29,"1,675,424"
2023-09-20,81.58,82.18,81.0,81.32,"2,107,271"
2023-09-19,80.65,81.36,80.27,81.2,"1,572,553"
2023-09-18,79.19,80.84,79.07,80.57,"1,213,994"
2023-09-15,79.02,79.37,78.6,79.0,"1,963,957"
2023-09-14,78.88,79.34,78.46,79.06,"1,222,103"
2023-09-13,78.82,79.37,78.08,78.33,"952,429"
2023-09-12,78.92,80.27,78.54,78.8,"1,167,228"
2023-09-11,77.53,78.82,77.53,78.8,"1,388,055"
2023-09-08,77.8,77.84,76.63,77.26,"1,330,114"
2023-09-07,76.33,78.11,76.33,77.87,"2,216,793"
2023-09-06,75.98,77.05,75.7,76.44,"922,844"
2023-09-05,76.85,77.05,75.68,75.86,"1,285,206"
2023-09-01,77.42,77.73,76.93,77.01,"880,234"
2023-08-31,77.17,77.34,76.46,76.86,"2,148,521"
2023-08-30,75.97,77.46,75.88,77.09,"1,779,930"
2023-08-29,74.27,76.04,74.0,75.75,"2,394,956"
2023-08-28,74.37,75.44,73.89,74.19,"1,740,338"
2023-08-25,75.47,75.61,74.49,74.62,"1,262,418"
2023-08-24,74.97,76.25,74.91,75.41,"1,189,784"
2023-08-23,74.52,75.76,74.52,75.4,"1,316,002"
2023-08-22,74.72,75.0,74.3,74.57,"854,592"
2023-08-21,75.65,75.7,73.74,74.95,"1,212,474"
